hyperlink,Brand,Wine,Rating,Price,Timestamps
/NL/nl/fernando-de-castilla-antique-fino/w/1608746?price_id=32532103,Fernando de Castilla,Antique Fino N.V.,"3,9","€25,99",1727910226.3393824
/NL/nl/valdespino-isabela-cream-sherry/w/1485302?price_id=31732379,Valdespino,Isabela Cream Sherry N.V.,"4,0","€16,04",1727910226.3404045
/NL/nl/delgado-zuleta-manzanilla-goya-xl/w/1735114?price_id=22459504,Delgado Zuleta,Manzanilla Goya XL N.V.,"4,1","€13,95",1727910226.3426716
/NL/nl/alvear-cb-fino-pedro-ximenez/w/734281?price_id=8416643,Alvear,CB Fino Pedro Ximenez N.V.,"3,4","€6,43",1727910226.3447285
/NL/nl/williams-humbert-walnut-brown-rare-old/w/1129865?price_id=32532617,Williams & Humbert,Walnut Brown Rare Old N.V.,"3,6","€12,99",1727910226.3462505
/NL/nl/williams-humbert-pando-fino/w/2674671?price_id=8279683,Williams & Humbert,Pando Fino N.V.,"3,3","€12,71",1727910226.346756
/NL/nl/fernando-de-castilla-antique-oloroso/w/1921626?price_id=13886795,Fernando de Castilla,Antique Oloroso N.V.,"3,8","€33,40",1727910226.3477755
/NL/nl/es-gonzalez-byass-leonor-palo-cortado-seco/w/3355868?price_id=24304501,Gonzalez-Byass,Leonor Palo Cortado Seco N.V.,"4,1","€21,60",1727910226.3477755
/NL/nl/alvear-pedro-ximenez-de-sacristia/w/6218900?year=1998&price_id=30913540,Alvear,Pedro Ximénez de Sacristía 1998,"4,4","€59,50",1727910226.3498101
/NL/nl/alvear-pedro-ximenez-de-sacristia/w/6218900?year=2008&price_id=30913543,Alvear,Pedro Ximénez de Sacristía 2008,"4,1",€45,1727910226.3508236
/NL/nl/bodegas-ximenez-spinola-finest-old-harvest-medium/w/1826676?price_id=22031360,Bodegas Ximénez-Spínola,Finest Old Harvest Medium N.V.,"4,2","€28,40",1727910226.3518388
/NL/nl/lustau-vermut-blanco-jerez-xeres-sherry/w/6411049?price_id=27752076,Lustau,Vermut Blanco N.V.,"4,1","€19,95",1727910226.3528605
/NL/nl/osborne-fino-quinta-sherry/w/5009?price_id=9143229,Osborne,Fino Quinta Sherry N.V.,"3,4","€11,95",1727910226.353936
/NL/nl/barbadillo-obispo-gascon-palo-cortado-sherry/w/1461505?price_id=36913614,Barbadillo,Obispo Gascon Palo Cortado Sherry N.V.,"3,9","€23,25",1727910226.3549428
/NL/nl/barbadillo-manzanilla-solear/w/2240331?price_id=33013239,Barbadillo,Manzanilla Solear N.V.,"3,3","€8,23",1727910226.3564544
