Brand,Wine,Rating,Price
Jordi Llorens,Blan d’Angera 2022,"3,9","€36,54"
Comando G,El Hombre Bala Blanco 2022,"4,0","€36,51"
Artadi,Viñas de Gain Blanco 2015,"3,7","€36,51"
Pago de Vallegarcía,Vallegarcia Viognier 2021,"4,2","€36,50"
Parés Baltà,Xarel-lo Amphora Roja 2022,"4,0","€36,40"
Verum,Airén de Pie Franco 2021,"3,6","€36,28"
A Coroa,200 Cestos Godello 2022,"4,3","€35,95"
Castell d'Encus,Ekam 2021,"4,2","€35,94"
Jordi Llorens,Parellada 2023,"3,8","€35,90"
Menade,La Misión 2019,"4,2","€35,01"
Pazo Casanova,Finca Viñoa Paraje Penaboa 2017,"4,2","€34,95"
Hispano Suizas,Finca Casa Julia Albariño 2023,"4,1","€34,95"
Celler Credo,Vi-D-Re 2023,"3,8","€34,95"
Callejo,El Lebrero 2021,"3,9","€34,95"
Viña Meín,O Gran Meín Castes Brancas Blanco 2021,"4,1","€34,95"
Herència Altés,La Serra Blanc 2021,"4,1","€34,80"
Estones,Únic PX 2020,"4,2","€34,50"
Bodega Bruno Ruiz - Esencia Rural,De Sol a Sol Airén 2018,"3,7","€34,20"
Palacios Remondo,Rioja Plácet Valtomelloso 2022,"4,1","€33,95"
Puro Rofe,Rofe Blanco 2022,"3,9","€33,95"
Viña Meín,O Gran Meín Castes Brancas Blanco 2020,"4,1","€33,95"
Sota els Àngels,Blanco 2016,"4,2","€33,95"
Telmo Rodriguez,Branco de Santa Cruz 2021,"4,1","€33,50"
Gancedo,Herencia del Capricho Godello 2020,"4,3","€33,50"
Tantaka - Juanjo Tellaetxe,Diapiro 2021,"3,9","€33,25"
Naia,Naiades 2019,"4,2","€32,95"
Fedellos do Couto,Conasbrancas 2022,"4,0","€32,90"
Jordi Llorens,Blan d’Angera 2020,"3,9","€32,89"
VALENCISO,Fermentado En Barrica Tempranillo Blanco 2022,"4,2","€32,75"
Albamar,O Sebal 2023,"4,0","€32,70"
Castro Brey,Sin Palabras Albariño 2018,"3,9","€32,50"
Viña Meín,O Gran Meín Castes Brancas Blanco 2019,"4,1","€32,45"
Oriol Artigas,La Rumbera 2019,"3,9","€32,27"
José Pariente,Verdejo 2022,"4,1","€32,22"
Escoda-Sanahuja,Els Bassotets 2022,"3,9","€32,11"
Cuatro Rayas,Amador Diez Cuvée Verdejo 2015,"4,2","€31,95"
Herència Altés,La Serra Blanc 2020,"4,1","€31,95"
Shaya,Habis 2020,"4,2","€31,95"
Set & Ros,Costenc Malvasia de Sitges 2018,"4,0","€31,95"
Ordóñez,Nisia Las Suertes Verdejo Old Vines 2022,"4,2","€31,95"
José Pariente,Cuvée Especial Verdejo 2022,"4,2","€41,95"
Dominio do Bibei,Lapola 2020,"4,2","€31,90"
Bodega Bruno Ruiz - Esencia Rural,De Sol a Sol Airén 2016,"3,9","€31,74"
Menade,La Misión 2022,"4,1","€31,50"
Acustic Celler,Auditori Blanc 2021,"4,0","€31,50"
Jordi Llorens,Blan 5.7 Blanc 2021,"3,8","€31,44"
Valdesil,Asadoira Godello Sobre Lias 2022,"3,9","€30,95"
Raúl Pérez,La del Vino Lomas de Valtuille 2022,"4,0","€30,95"
Sierra Cantabria,Organza 2021,"4,0","€30,65"
Viñátigo,Gual 2022,"4,0","€30,50"
Parés Baltà,Satèl·lit 2019,"4,1","€30,40"
Nanclares y Prieto,O Bocoi Vello de Silvia Albariño 2022,"4,1",€30
Bodega Ribas,Sió Blanc 2022,"4,1","€29,95"
Bodegas Bentomiz,Ariyanas Terruño Pizarroso 2012,"4,3","€29,95"
Can Bas,La Creu 2021,"4,2","€29,95"
Telmo Rodriguez,Branco de Santa Cruz 2020,"4,2","€29,95"
Matsu,La Jefa 2021,"4,1","€29,95"
Matsu,La Jefa 2020,"4,2","€29,90"
Bartolomé Vernet,Clos Bartolomé Blanc 2021,"4,0","€29,75"
VALENCISO,Rioja Blanco 2022,"4,2","€29,75"
Bodega Bruno Ruiz - Esencia Rural,De Sol a Sol Airén 2019,"3,9","€29,57"
VALENCISO,Rioja Blanco 2023,"4,1","€29,50"
Bell Cros,L’Addicio 2020,"4,0","€29,50"
Lagravera,Cíclic Blanc 2021,"4,1","€29,45"
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias 2022,"4,1","€29,25"
Loxera,Beberás de la Copa de tu Hermana 2020,"3,9","€29,15"
Algueira,Cortezada 2022,"3,9",€29
Valdesil,Asadoira Godello Sobre Lias 2020,"3,9","€28,95"
Emilio Moro,La Revelía Godello 2021,"4,1","€28,95"
Hispano Suizas,Impromptu Sauvignon Blanc 2023,"4,0","€28,95"
Fento,Pedraneira Albariño 2022,"4,2","€28,45"
Albamar,Albariño 2023,"4,0","€28,45"
Torralbenc,Blanco 2021,"3,9","€28,30"
Mixtura,MIX Blanco 2021,"4,2","€28,30"
Bodegas Luis Perez,La Escribana Macharnudo 2022,"4,2","€28,25"
Herència Altés,Trementinaire Garnatxa Blanca 2020,"4,1","€27,95"
Avgvstvs,Chardonnay 2022,"4,1","€27,95"
Muchada-Léclapart,Univers 2019,"4,0","€27,95"
Loxera,Beberás de la Copa de tu Hermana 2022,"3,7","€27,94"
Bodega Cerrón,Stratum Wines Matas Altas Blanco 2022,"4,0","€27,75"
Binigrau,Nounat 2023,"4,2","€27,75"
Bodegas Fulcro,O Equilibrio 2021,"4,1","€27,50"
Bodegas Valdemar,Conde de Valdemar Finca Alto Cantabria 2021,"4,0","€27,39"
Envínate,Benje Blanco 2023,"3,9","€26,95"
Pedralonga,Albariño Pedralonga 2021,"4,1","€26,95"
Venus la Universal,Dido Macabeu - Garnatxa - Cartoixa 2022,"4,0","€26,95"
Ramón do Casar,Nobre 2022,"4,1","€26,50"
Joan Rubió,Essencial 2022,"3,9","€26,50"
José Pariente,Verdejo Fermentado en Barrica 2020,"4,1","€26,50"
Bodegas Exopto,El Bernate Malvasia Riojana Blanco 2021,"3,9","€26,45"
Terroir Al Límit Soc. Lda,Historic Blanco 2021,"3,9","€26,40"
Olivier Rivière,La Bastid Rioja Blanco 2022,"4,1","€26,25"
Murua,Murua Blanco Fermentado en Barrica 2022,"4,1","€26,20"
Venus la Universal,Dido Macabeu - Garnatxa - Cartoixa 2020,"3,9",€26
Ostatu,Lore Rioja 2021,"4,0","€25,95"
Terra Remota,Caminante 2020,"4,0","€25,95"
Allende,Rioja Blanco 2019,"4,1","€25,95"
Ibizkus,Blanco 2019,"3,8","€25,95"
Casa Rojo,Tokyo Gomez-Rojo La Malpagada 2020,"4,0","€25,95"
Ibizkus,Blanco 2023,"3,8","€25,95"
Rafael Palacios,Louro Godello 2022,"4,1","€25,95"
Celler Credo,Ratpenat 2018,"3,6","€25,95"
Bodegas Vilano,La Baraja Godello 2021,"4,1","€25,95"
Lagar de Cervera,Albariño 2023,"4,1","€25,85"
La Niña de Cuenca,Orovelo 2020,"4,1","€25,50"
Raul Moreno,Destellos 2022,"4,0",€25
Ostatu,Lore Rioja 2020,"4,0",€25
Bodegas Moraza,Las Tasugueras Blanc 2021,"4,0","€24,99"
Jean Leon,Chardonnay Penedès Vinya Gigi 2022,"4,1","€24,95"
Mar de Frades,Godello 2020,"3,8","€24,95"
Rodríguez Sanzo,Bajo Velo Verdejo 2021,"4,2","€24,95"
Bodegas Pedro Escudero,Bestia Parda 2019,"4,2","€24,95"
Bodegas Martín Códax,Rías Baixas Albariño Organistrum 2021,"4,0","€24,95"
Ossian,Verdling Trocken 2016,"3,8","€24,95"
Torelló,50 Lliures Xarel·lo 2022,"3,9","€24,95"
Telmo Rodriguez,El Transistor Verdejo 2020,"3,8","€24,88"
Mengoba,Godello Sobre Lias 2022,"3,9","€24,70"
Telmo Rodriguez,El Transistor Verdejo 2022,"3,9","€24,50"
Javier Sanz Viticultor,Fermentado En Barrica Verdejo 2021,"3,9","€24,50"
José Pariente,Verdejo Fermentado en Barrica 2022,"4,2","€24,35"
Botani,Moscatel Old Vines 2022,"3,9","€24,25"
Bodegas Valduero,Blanco de Albillo (Garcia) 2022,"4,1","€23,95"
Casa Rojo,The Orange Republic 2022,"4,0","€23,95"
Casa Rojo,La Marimorena Albariño 2022,"4,1","€23,95"
Camino Del Bosque - Libre Y Salvaje,Narancha Orange 2019,"4,0","€23,95"
Esteban Celemín,Señora Vale Albillo Real 2020,"4,0","€23,95"
Bodegas Vilano,La Baraja Godello 2023,"4,2","€23,95"
Bodegas Vilano,La Baraja Godello 2022,"4,2","€27,95"
Raúl Pérez,Ultreia Godello 2021,"4,0","€23,75"
Enate,Chardonnay Fermentado en Barrica 2022,"4,2","€23,70"
Marqués de Riscal,Finca Montico Gran Vino de Rueda 2022,"4,0","€23,50"
Trossos del Priorat,Llum d'Alba 2022,"3,8","€23,45"
Telmo Rodriguez,El Transistor Verdejo 2021,"3,9","€23,25"
Esteban Celemín,Verdeja le Dicen 2020,"4,0","€23,25"
Eduardo Peña,Castrelo de Miño 2022,"4,1","€23,20"
Rafael Palacios,Louro Godello 2023,"4,1","€23,15"
Bodega Bravo Escós,La Font del Mosquit 2022,"4,1","€22,95"
Eivi,Limited Release 2022,"4,1","€22,95"
Eivi,Limited Release 2023,"4,1","€22,95"
Lagar Da Condesa,Albariño Rías Baixas 2022,"3,8","€22,95"
Celler Frisach,Vernatxa Blanca 2022,"4,0","€22,95"
Sierra de Toloño,Viura 2020,"3,7","€22,93"
Bodegas Martín Códax,Rías Baixas Albariño Organistrum 2020,"4,1","€22,75"
Pazo Casanova,Finca Viñoa Embotellado Tardío 2019,"4,0","€22,50"
Belondrade,Quinta Apolonia 2022,"4,0","€22,50"
Santiago Roma,Selección Albariño 2022,"4,0","€22,50"
Menade,Nosso Verdejo 2021,"3,8","€22,36"
Monopole,Blanco Seco (Clasico) 2020,"3,8","€22,25"
Pazo Señorans,Albariño 2022,"4,1","€22,25"
Can Axartell,Corum 2021,"3,9","€22,20"
Adegas Gran Vinum,Mar de Viñas Albariño 2023,"4,0","€22,11"
Marqués de Riscal,Finca Montico Gran Vino de Rueda 2021,"4,1","€21,99"
Quinta de Couselo,Quinta de Couselo 2021,"4,1","€21,95"
Bodegas Clunia,Albillo 2022,"4,0","€21,95"
Belondrade,Quinta Apolonia 2023,"4,0","€21,95"
Clos 93,Paréntesis Blanc 2019,"3,8","€21,95"
Tobella,Bocins 2020,"4,1","€21,95"
Lagar de la Salud,Dulas Blanco Barrica 2021,"4,0","€21,95"
Altavins,Garnacha Blanca 2023,"3,9","€21,86"
Sierra de Toloño,Viura 2023,"3,7","€21,83"
El Pacto,El Pacto del Alto Najerilla Blanco 2021,"3,9","€21,79"
Viñátigo,Listan Blanco de Canarias Blanco 2022,"3,8","€21,50"
Eduardo Peña,María Andrea 2022,"3,9","€21,50"
Attis,Albariño Lías Finas 2023,"4,1","€21,50"
Ferrador,Treixadura - Torrontés 2022,"4,2","€21,40"
Iturrialde,Geroa Txakoli 2021,"3,7","€21,01"
Bodegas Pascual,Leira Reyero Albariño 2023,"4,0",€21
Tentenublo,Rioja Blanco 2021,"3,8","€20,95"
Ossian,Quintaluna 2021,"4,0","€20,95"
Viña Costeira,Via Barrosa Albariño 2023,"4,0","€20,77"
Javier Sanz Viticultor,Singular V Malcorta Verdejo 2023,"4,1","€23,95"
Pazo Casanova,Finca Viñoa Blanco 2021,"4,0","€20,50"
Mas Foraster,Josep Foraster Brisat del Coster Macabeu 2022,"3,8","€20,50"
Estones,Vine Blanco 2019,"4,1","€20,50"
Mas Foraster,Josep Foraster Brisat del Coster Macabeu 2021,"3,7","€20,50"
Protos,Verdejo 2023,"3,9","€20,46"
Lagar de Cervera,Pazo de Seoane Rosal 2021,"4,0","€20,40"
Zárate,Albariño 2023,"4,0","€20,40"
Eduardo Peña,María Andrea 2023,"3,9","€20,40"
Acustic Celler,Ritme Blanc 2022,"3,9","€20,25"
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello 2023,"4,2","€20,19"
Macià Batle,Blanc de Blancs 2023,"3,8","€20,02"
Marqués de Vizhoja,Torre la Moreira Albariño 2021,"3,9",€20
Abadia da Cova,A Fuga Blanco 2021,"4,0",€20
DaVide,Albariño 2022,"4,1","€23,26"
Abadia de Poblet,Blanco 2018,"3,9","€25,77"
Pazo Casanova,Finca Viñoa Embotellado Tardío 2020,"4,1","€20,70"
R. López de Heredia,Viña Tondonia Gran Reserva Blanco 1996,"4,3",€133
Cota 45,UBE de Ubérrima Maina 2016,"4,1","€49,95"
Belondrade,Les Parcelles 2018,"4,5","€458,20"
Rodrigo Mendez,Cies Blanco 2021,"4,1","€21,90"
Jordi Llorens,Kremo 2018,"3,9",€21
Gutiérrez de la Vega,Tío Raimundo 2018,"3,8","€21,70"
Forjas del Salnés,Goliardo Tintos de Mar Loureiro 2019,"3,7","€27,15"
DaVide,2 Dúo 2023,"3,9","€21,10"
Cesca Vicent,Cabaler 2021,"4,0","€21,25"
Bodegas Bhilar,Phincas Thousand Mils Blanco 2019,"4,1","€35,40"
Forjas del Salnés,Goliardo a Telleira Albariño 2021,"4,2","€29,80"
Javi Revert,Micalet 2023,"4,0","€33,40"
Telmo Rodriguez,MR (Mountain Wine) 2016,"4,1","€39,95"
Olivardots,Blanc de Gresa 2021,"4,0","€27,30"
Masia Serra,Ctònia 2023,"3,8","€34,28"
Enric Soler,Istiu Blanco 2021,"4,2",€35
Godeval,Revival Godello 2022,"4,4","€37,50"
Raúl Pérez,Sketch 2015,"4,3","€84,70"
Paco & Lola,Vintage Albariño 2018,"4,2","€26,90"
Bodega Campo Eliseo,Campo Eliseo Blanco 2018,"4,2","€35,90"
José Pariente,Cuvée Especial Verdejo 2019,"4,1","€34,95"
Enric Soler,Espenyalluchs 2022,"4,2","€54,50"
Enric Soler,Impro-Visació Vinyes de Xarel-lo 2021,"4,2","€32,45"
Fillaboa,Selección Finca Monte Alto 2018,"4,0","€24,95"
Remelluri,Rioja Blanco 2013,"4,4","€89,50"
4 Monos,Albillo Real 2022,"3,8","€24,50"
Ordóñez,Nisia Verdejo Old Vines 2016,"3,8","€29,29"
Familia Torres,Milmanda 2019,"4,1","€49,90"
Valdesil,Pezas da Portela Godello 2022,"4,2","€33,80"
Vall Llach,Aigua de Llum 2021,"4,2",€48
L'Olivera,Agaliu 2022,"3,7","€20,32"
El Grifo,Malvasia Seco Colección 2022,"4,1","€25,45"
Shaya,Habis 2021,"4,2","€24,25"
Villota,Blanco 2018,"4,0","€23,47"
Terroir Al Límit Soc. Lda,Historic Blanco 2022,"4,0","€22,50"
Botani,Moscatel Old Vines 2016,"4,0",€21
AT Roca,Cantallops Xarel-lo 2022,"4,2","€20,95"
Descregut,Vermell 2022,"3,8","€21,20"
Can Ràfols dels Caus,Pairal Xarel-lo 2020,"4,1","€37,95"
Celler Piñol,L'Avi Arrufi Blanc 2021,"4,0","€24,43"
R. López de Heredia,Viña Tondonia Reserva Blanco 2001,"4,0",€363
R. López de Heredia,Viña Tondonia Reserva Blanco 2011,"4,4","€186,95"
Menade,Nosso Verdejo 2020,"4,0","€36,95"
Telmo Rodriguez,MR (Mountain Wine) 2015,"4,2","€39,95"
José Pariente,Verdejo Fermentado en Barrica 2021,"4,2","€28,34"
Cal Pla,Mas d'en Compte Priorat White 2018,"4,2","€23,50"
Veronica Ortega,La Llorona Godello 2022,"3,9","€28,30"
Callejo,El Lebrero 2020,"3,9","€34,95"
Mar de Frades,Albariño Atlantico 2022,"4,2","€23,30"
Sicus,Cartoixà 2019,"3,7",€23
Remelluri,Rioja Blanco 2021,"4,3","€109,95"
Tomàs Cusiné,Macabeu De vinyes Velles Finca Racons 2018,"3,9","€29,91"
Alemany i Corrió,Cargol Ttreu Vi 2022,"3,9","€26,14"
D. Mateos,La Mateo Tempranillo Blanco 2021,"4,0","€27,90"
La Vizcaína,La del Vivo (Lomas de Valtuille) 2022,"4,1","€21,90"
Toro Albalá,Miut El Jabonero 2020,"4,0","€39,95"
Bodega Contador (Benjamín Romeo),Qué Bonito Cacareaba Blanco 2021,"4,4","€60,78"
R. López de Heredia,Viña Gravonia 2015,"4,2","€46,10"
Can Ràfols dels Caus,Pairal Xarel-lo 2019,"4,1",€32
Pazo San Mauro,Sanamaro Sobre Lias 2021,"4,0","€48,46"
R. López de Heredia,Viña Tondonia Reserva Blanco 2012,"4,4","€186,95"
Pazo Barrantes,Albariño 2021,"3,8","€45,95"
La Vizcaína,La del Vivo (Lomas de Valtuille) 2021,"4,1","€53,70"
Mas Estela,Vinya Selva de Mar Blanco 2021,"3,8","€29,31"
Mar de Frades,Albariño Atlantico 2022,"4,2","€23,30"
Suertes del Marqués,Trenzado 2023,"3,9",€20
Mas d'en Gil,Coma Blanca Priorat 2017,"4,3","€56,27"
Clos Mogador,Nelin 2018,"4,2","€64,99"
Anima Mundi,Xarel-lo 2021,"4,2","€24,60"
Dominio do Bibei,Lapola 2021,"4,2","€23,90"
Nivarius,Finca la Nevera 2017,"4,2","€22,90"
Familia Torres,Sons de Prades Vinyes de Milmanda 2021,"4,0","€28,45"
Godeval,Cepas Vellas Godello 2022,"4,2","€24,50"
Martí Fabra,Masia Carreras Empordà Blanco 2022,"4,2","€20,40"
Pazo Barrantes,La Comtesse de Pazo Barrantes Albariño 2018,"4,4",€120
César Márquez,La Salvación Godello 2022,"4,2","€23,80"
Bodegas Chaves,Cinco Islas Oro Albariño 2021,"4,4","€36,95"
Marqués de Riscal,Barón de Chirel Verdejo Viñas Centenarias 2021,"4,1","€53,48"
Ordóñez,Nisia Las Suertes Verdejo Old Vines 2017,"4,2","€29,16"
Joaquim Batlle,Foranell Picapoll 2021,"3,9","€22,46"
Joaquim Batlle,Foranell Picapoll 2021,"3,9","€22,46"
Telmo Rodriguez,Molino Real Mountain Blanco 2017,"4,2","€45,29"
Edetària,Blanca 2020,"3,9","€33,09"
Can Bas,La Creu 2022,"4,1","€29,95"
Clos Mogador,Nelin 2012,"4,2","€81,51"
Bodega la Tapada - Guitian,Godello 2022,"3,9","€20,98"
Bodegas Chaves,Cinco Islas Oro Albariño 2018,"4,4","€34,50"
L'Olivera,Blanc de Marges 2018,"4,1","€20,22"
Mas Blanch I Jove,Saó Blanc 2014,"3,8","€25,32"
Mas de Mancuso,Macabeo 2020,"4,0","€26,70"
Josep Grau Viticultor,Carenes Gratallops 2021,"4,2","€41,70"
Algueira,Cortezada 2023,"3,9","€25,20"
Naia,Naiades 2011,"4,1","€59,95"
Pazo Barrantes,Albariño 2017,"3,9","€48,75"
Attis,Embaixador Albariño 2020,"4,4","€38,80"
El Grillo y La Luna,"Canto del Grillo Cri, Cri 2021","4,2","€25,45"
Hermanos Lurton,Cuesta de Oro Verdejo 2022,"4,0","€26,28"
Anima Mundi,Pells Skin Contact Macabeu 2021,"4,2","€25,79"
Orto Vins,Blanc d'Orto Brisat 2021,"3,8","€21,15"
