Brand,Wine,Rating,Price
Marco Real,Crianza 2018,"3,5","€9,95"
Bodegas Piqueras,El Abuelo de Piqueras Reserva 2020,"4,1","€9,95"
Cueva del Chamán,Garnacha Tintorera 2023,"3,7","€9,95"
Rodríguez de Vera,Pituco MST 2022,"3,6","€9,95"
El Castilla,Syrah 2021,"3,9","€9,93"
Heredad Morán & López,Heredad 26 Mencia 2021,"3,8","€9,90"
Honoro Vera,Garnacha 2021,"3,8","€9,90"
Honoro Vera,Organic Monastrell 2021,"3,8","€9,90"
Dominio de Eguren,Códice 2021,"3,4","€9,90"
Coloma,Cuvée 2020,"3,5","€9,90"
Juan Gil,Jumilla Yellow Label 2021,"3,8","€9,89"
Juan Gil,Jumilla Yellow Label 2022,"3,9","€9,85"
Coloma,Dama de Torre Garnacha Tintorera 2018,"4,0","€9,75"
Valdelacierva,Crianza 2018,"3,9","€9,75"
Can Blau,El Nen del Celler 2021,"3,6","€9,75"
Azul y Garanza,Abril 2022,"3,5","€9,75"
Atalaya,Laya 2022,"3,9","€9,75"
Bodegas Martinez Saez,Viña Orce Tempranillo - Cabernet Sauvignon Crianza 2019,"3,6","€9,75"
Camina,Roble 2022,"3,4","€9,74"
Coloma,Dama de Torre Graciano 2017,"3,7","€9,50"
Win,Tempranillo De-alcoholised N.V.,"2,6","€9,50"
Azul y Garanza,Abril 2021,"3,5","€9,50"
Bodegas Piqueras,Marius Single Vineyard Monastrell 2018,"3,7","€9,50"
El Castilla,Syrah 2022,"4,1","€9,50"
Ramirez de la Piscina,Crianza 2018,"3,8","€9,50"
Laus,Garnacha tinta 2021,"3,6","€9,50"
Hacienda El Espino,Garnacha Tintorera Organic 2020,"3,3","€9,50"
Marqués de Reinosa,Rioja Crianza Cecios 2018,"3,8","€9,45"
Lacrimus,Vendimia Seleccionada Tempranillo 2021,"3,5","€9,30"
Intruso,Monastrell 2022,"3,7","€9,25"
Nius,Brutal 2021,"3,9","€9,25"
Ágora,Maceración Carbónica Tempranillo 2022,"3,6","€9,25"
Viento Aliseo,Tempranillo - Petit Verdot 2021,"3,6","€9,25"
Valderiz,Valdehermoso Joven 2023,"3,5","€9,25"
Telmo Rodriguez,Al-Muvedre Tinto Monastrell 2022,"3,8","€9,20"
Bodegas Piedemonte,Cuatro Tierras 2020,"3,5","€8,99"
Javier Asensio,Crianza 2019,"3,4","€8,99"
Bodegas Vilano,Roble 2022,"4,0","€9,99"
Bodegas Vilano,Full Flap Red Blend 2021,"4,0","€10,95"
Mirabueno,Organic Special Blend Tinto 2020,"3,4","€8,95"
Candidato,Tempranillo 2018,"3,3","€8,95"
Mas Codina,Negre 2019,"3,6","€8,95"
Nebla,Garnacha 2021,"3,7","€8,95"
Bodegas Príncipe de Viana,Colección Monovarietales Tempranillo Roble 2020,"3,5","€8,95"
Nubori,Rumbón Crianza 2020,"4,0","€8,95"
Clave de Sol,Garnacha - Syrah 2019,"3,2","€8,95"
Tinedo,Ja! 2023,"3,6","€8,95"
Terra Linda,Syrah 2023,"4,1","€9,95"
Juan Gil,Pedrera Alta Jumilla 2022,"3,7","€8,95"
Bodegas Príncipe de Viana,Garnacha 2020,"3,4","€8,95"
La Vina del Bululu,Granitic Soils 2020,"3,6","€8,95"
Bodega Picos,Gregoriano Roble 2021,"4,0","€8,95"
Dominio de Longaz,Longaz Garnacha 2017,"3,6","€8,95"
Pacheco,Garnacha 2019,"3,5","€8,95"
Dehesa El Carrascal,Barrica 21 AG 2020,"3,7","€8,95"
Familia Montaña,Finca La Valentina Montaña Crianza 2019,"3,7","€8,95"
Bodegas Sophia Galo-Mendez,Rioja Tinto 2022,"3,8","€8,95"
Bodegas Aradon,Tinto 2022,"3,5","€8,95"
Lagravera,Laltre 2021,"3,7","€8,95"
The Beefsteak Club,Beef & Liberty Old vines Tempranillo 2020,"3,6","€8,95"
Raiza,Altos de Raiza 2018,"3,6","€8,95"
Caballero del Rey,Reserva 2020,"3,5","€8,93"
El Gourmet,Alejandro Garnacha - Syrah 2022,"3,7","€8,93"
Juan Gil,Jumilla Yellow Label 2023,"3,9","€8,93"
Cañadelas,Reserva 2018,"3,7","€8,93"
Torremorón,Tempranillo 2022,"3,7","€8,93"
Castillo San Lorenzo,Rioja Tempranillo 2022,"3,5","€8,93"
Inurrieta,Norte Roble 2021,"3,6","€8,93"
Pago de Cirsus,Oak Aged Red Blend 2021,"3,8","€8,75"
Telmo Rodriguez,Al-Muvedre Tinto Monastrell 2021,"3,7","€8,70"
Ardales,Barrel Aged Graciano - Merlot 2022,"3,1","€8,65"
Valdepalacios,Crianza 2016,"3,6","€8,60"
Reino de Altuzarra,Tinto 2021,"3,6","€8,50"
Vicente Gandía,Uva Pirata Garnacha Tintorera 2021,"3,7","€8,50"
Bodegas Care,Tinto Sobre Lías Garnacha - Syrah 2023,"3,9","€8,50"
Covila,II Crianza 2020,"4,1","€8,50"
Clos Montblanc,Proyecto Cu4tro Tinto 2022,"3,6","€8,50"
Nebla,Garnacha 2022,"3,7","€8,50"
Inurrieta,Sur Roble 2022,"3,6","€8,50"
Azul y Garanza,Fiesta 2022,"3,3","€8,50"
Félix Solís,The Guv’nor N.V.,"4,0","€8,50"
Finca Fabian,Tempranillo 2023,"3,4","€8,50"
Casa Lluch,Tempranillo 2023,"3,6","€8,49"
Nebla,Garnacha 2020,"3,5","€8,45"
Tierras y Viñas,Gran Dominio Crianza 2020,"3,7","€8,39"
Félix Solís,Kingpin N.V.,"4,0","€9,95"
Bodegas Care,Tinto Sobre Lías Garnacha - Syrah 2022,"3,8","€8,30"
Séptimo Sentido,Tempranillo 2022,"3,6","€8,25"
Familia Torres,Sangre de Toro 2021,"3,6","€8,25"
Dominio de Eguren,Protocolo Organic Tempranillo 2020,"3,6","€8,10"
Vega del Castillo,Ujue Garnacha 2022,"3,3",€8
Alboca,Tinto 2020,"3,4","€7,99"
Finca Fabian,Tempranillo 2021,"3,4","€7,95"
La Sastrería,Garnacha Roble 2023,"3,7","€7,95"
Santo Cristo,Viña Ainzón Reserva 2019,"3,5","€7,95"
Finca La Estacada,Hello World Petit Verdot 2020,"3,8","€7,95"
Finca La Estacada,Hello World Carignan 2020,"3,8","€7,95"
Señorío de Iniesta,Tempranillo 2022,"3,4","€7,95"
Viña Oria,Tempranillo 2021,"3,4","€7,95"
Bocopa,Alcanta Merseguera-Macabeo 2020,"3,2","€7,95"
Aldeya,Garnacha 2021,"3,6","€7,95"
Bodegas Aragonesas,Don Ramón Pérez Juan 2021,"4,0","€7,95"
Bodegas Care,Trio Red Blend 2020,"3,7","€7,95"
Borsao Bodegas,Clásico Garnacha 2022,"3,7","€7,95"
Qvinto Arrio,Tempranillo 2022,"3,4","€7,95"
Aldeya,Garnacha 2022,"3,6","€7,95"
Bodegas Valdemar,Valdemoreda Tempranillo 2015,"3,5","€7,90"
The Tapas Wine Collection,Tempranillo 2022,"3,4","€7,81"
Viña Real,Rioja Crianza 2021,"3,6","€7,81"
Verum,La Posada Garnacha 2023,"3,1","€7,80"
Verum,La Posada Tempranillo 2022,"3,2","€7,77"
Alceño,Ribera del Segura Monastrell 2023,"3,4","€7,74"
Casto Pequeno,Quinta Hinojal Tempranillo Aged 12 Months 2020,"3,4","€7,50"
Bodegas Bastida,Bomba Selección Especial Tempranillo 2023,"4,1","€7,50"
Allegranza,Single Vineyard Tempranillo 2022,"3,5","€7,50"
Bodegas Care,Trio Red Blend 2023,"3,6","€7,50"
Isidro Milagro,Cal Y Canto Tempranillo Roble 2020,"3,8","€7,50"
Impío,Tempranillo 2021,"3,7","€7,50"
Viña Cerrada,Tempranillo 2022,"3,3","€7,49"
Rio Lindo,Syrah 2022,"4,1","€7,49"
Hierbas Locas,Syrah 2022,"3,9","€7,45"
La Chita,Kikazaru 2022,"3,7","€7,45"
Laus,Tinto Joven 2021,"3,4","€7,25"
Mirabueno,Organic Tempranillo 2022,"3,3","€7,04"
Dominio de Otero,Tempranillo 2021,"3,8",€7
Pedales,Tempranillo 2022,"3,2","€6,99"
De Moya,Mola Tinto 2021,"3,7","€6,99"
Alceño,Sierra de Enmedio Monastrell 2022,"3,4","€6,99"
Murada,Tinto 2017,"3,3","€6,95"
Conde Pinel,Old Vines 2022,"3,7","€6,95"
Braña Vieja,Tempranillo 2022,"3,2","€6,95"
Viñedos de Alfaro,Real Agrado Tinto 2022,"3,7","€6,95"
Torre Oria,Seda Monastrell 2021,"3,8","€6,95"
Allegranza,Single Vineyard Tempranillo 2020,"3,5","€6,95"
Fuego,Tempranillo 2022,"3,2","€6,75"
Santo Cristo,Viña Ainzón  Crianza 2021,"3,3","€6,75"
Covila,Tinto 2022,"3,3","€6,75"
Cristo de la Vega,Flores de Catalina Tempranillo 2021,"3,7","€6,70"
Borsao Bodegas,Selección 2022,"3,7","€6,69"
Cristo de la Vega,Torre de Vejezate Tempranillo 2020,"3,4","€6,69"
Casto Pequeno,Quinta Hinojal Tempranillo Aged 6 Months 2022,"3,4","€6,50"
Rio Añejo,Tempranillo - Merlot 2022,"3,1","€6,50"
Vinos Alex,Alex Crianza 2020,"3,4","€6,50"
Finca Mónica,Tempranillo Rioja 2020,"3,6","€6,49"
Viñedos y Bodegas Muñoz,Legado Muñoz  Tempranillo 2021,"3,6","€6,45"
Biotiful,Organic Merlot 2022,"3,1","€6,30"
Terrai,OVG Old Vine Garnacha 2021,"3,8","€6,29"
Viriatus,Viriatus Tempranillo 2019,"3,3","€5,99"
Bodegas Yuntero,Ortiga Tempranillo 2022,"3,2","€5,95"
Bodegas Yuntero,Mundo de Yuntero Tempranillo - Syrah 2022,"3,5","€5,95"
Bodegas Yuntero,Pure Organic Merlot 2023,"2,8","€5,95"
Bodegas Yuntero,Mundo de Yuntero Tempranillo - Syrah 2023,"3,5","€5,95"
Bodegas Yuntero,Pure Organic Shiraz 2022,"2,9","€5,95"
Marqués del Turia,Tinto (Bobal - Syrah) 2022,"3,2","€5,95"
Covila,Tinto 2020,"3,3","€5,95"
Bodegas Yuntero,Mundo de Yuntero Tempranillo - Syrah 2021,"3,5","€5,95"
Bodega Picos,Loteta 2022,"3,4","€5,95"
Santo Cristo,Flor de Añón Roble 2021,"3,3","€5,95"
Bodegas Latúe,Clearly Organic Tempranillo 2019,"3,3","€5,95"
Pasos de la Capula,Tempranillo 2023,"3,3","€5,59"
Cañadelas,Crianza 2019,"3,7","€5,58"
Bodegas Vinos-Espana,Tarantinto El Cacho Barrica 2020,"3,6","€5,58"
Castaño,Parcelas Ecológico Monastrell 2021,"3,6","€5,58"
Bodegas Milenium,Pardal Tempranillo 2021,"3,1","€5,52"
Bodegas Yuntero,Ortiga Tempranillo 2023,"3,2","€5,50"
Autentico,Organic Tinto 2021,"3,3","€5,49"
Palacio del Canto,Monastrell 2021,"3,6","€5,02"
Vidal del Saz,Don Quijote y Rosinante Tempranillo 2020,"3,6","€5,02"
Vinos Alex,Alex Sensación Red 2016,"3,4",€5
Santo Cristo,Viña Ainzon Garnacha 2023,"3,5","€4,95"
Lagar de Aso,Crianza 2019,"3,2","€9,14"
Garriguella,Dinarells Tinto 2022,"3,4",€9
J. Fernando,Barrica 6 Meses Tempranillo 2020,"3,6","€7,87"
Bodegas Ayuso,Abadia del Roble Tinto 2018,"3,3","€6,62"
Cavas Hill,Masia Hill Tinto 2022,"2,8","€8,55"
Condesa de Leganza,Crianza 2019,"3,3","€8,19"
Falset Marçà,Imus Selection 2022,"3,1","€8,65"
Oliveda,Origens 2020,"3,6","€9,61"
Valcarlos,Fortius Reserva 2021,"3,8","€8,13"
Las Campanas,Tempranillo 2018,"3,6","€7,68"
Ramón Roqueta,Synera Tinto 2018,"3,0","€3,91"
Camina,Cabernet Sauvignon 2023,"3,2","€6,75"
Ramón Roqueta,Tina 16 Tempranillo 2021,"3,7","€5,49"
Bodegas Gallegas,Arrumaco Tempranillo 2022,"3,6","€5,95"
Condesa de Leganza,Tempranillo 2021,"3,6","€5,45"
Bodegas Zinio,El Cuarto Tempranillo 2020,"3,3","€6,95"
Marqués de Peñamonte,Crianza 2020,"3,6","€8,95"
Damalisco,Roble 2021,"3,6","€6,90"
Tinedo,Cala N.1 2018,"3,7","€9,95"
Santo Cristo,Viña Ainzón Garnacha - Tempranillo 2018,"3,2",€6
Bodega Máximo Abete,Guerinda La Roya Edición Limitada 2022,"4,1","€9,50"
Finca de la Rica,El Buscador 2020,"3,6","€9,20"
Vendrell Rived,Miloca Carinyena 2023,"3,8","€8,45"
Serra i Barceló,Aucalà Tinto 2021,"3,7","€9,70"
Finca de la Rica,El Buscador 2020,"3,6","€9,20"
Alvear,Palacio Quemado La Zarcita 2018,"3,8","€9,90"
Sers,Primer 2021,"3,7","€7,60"
Bodega Máximo Abete,Guerinda La Roya Edición Limitada 2022,"4,1","€9,50"
Don Solís,Tinto 2017,"2,6","€9,50"
Can Blau,Can Blau 2023,"3,9","€9,90"
Los Frailes,Efe Monastrell 2023,"3,3","€6,80"
Bach,Viña Extrísima Tinto 2020,"3,2","€6,95"
Pata Negra,Valdepeñas Roble 2020,"3,4","€4,95"
Son Colom,Tinto 2021,"3,3","€8,50"
Nuviana,Veranza Tinto 2021,"3,2","€4,90"
Gran Familia,Tinto 2022,"3,6","€5,55"
Albarroble,Syrah Roble 2019,"3,6","€9,50"
Cellers Sant Rafel,Joana 2019,"3,5","€8,71"
Viñedos y Bodegas Muñoz,Tempranillo de Castilla 2018,"3,4","€6,50"
Pago Aylés,Trasmontes Garnacha 2021,"3,9","€9,30"
Ramón Roqueta,Synera Tinto 2022,"3,0","€8,15"
Ramón Roqueta,Cabernet Sauvignon - Tempranillo Reserva 2019,"3,4","€9,90"
Bodegas Ayuso,Estola Crianza 2019,"3,5","€8,65"
Bodegas Piqueras,Valcanto Garnacha Tintorera 2020,"3,9","€7,55"
Viñedos de Alfaro,Conde del Real Agrado Crianza 2019,"3,8","€8,90"
Marqués de la Sierra,Tempranillo Roble 2018,"3,5","€8,40"
Altos de Rioja,Altos R Tempranillo 2020,"3,8","€8,79"
Altos de Rioja,Altos R Tempranillo 2020,"3,8","€8,79"
Viñedos de Alfaro,Conde del Real Agrado Crianza 2019,"3,8","€8,90"
Marqués de la Sierra,Tempranillo Roble 2018,"3,5","€8,40"
Bodega Sommos,Glárima Varietales Tinto 2022,"3,7","€6,95"
Las Campanas,Crianza 2020,"3,6","€9,26"
Pago Aylés,Trasmontes Garnacha 2021,"3,9","€9,30"
Viñedos y Bodegas Muñoz,Tempranillo de Castilla 2018,"3,4","€6,50"
Viñedos Ruiz Jiménez,Osoti Crianza 2023,"3,7","€7,59"
Finca Enguera,Crianza 2023,"3,6","€4,99"
Bodegas Parra Jimenez,Crianza 2019,"3,4","€6,99"
EGO,Clos Lagoru Ecológico 2021,"3,8","€6,99"
Paramo Arroyo,Tinto 2022,"3,9","€8,29"
Codorníu,1551 Tempranillo Organic 2021,"3,5","€9,05"
Quaderna Via,Initium 2022,"3,1","€5,49"
Mas Candi,Baudili Tinto 2022,"3,9","€9,90"
Toresanas,Orot Roble 2021,"3,7","€9,25"
Pinord,Clos de Torribas Penedès Reserva Tempranillo 2017,"3,9","€7,99"
Fuentespina,Reserva Viñas Viejas 2021,"3,5","€9,94"
Bodegas José L. Ferrer,Dues Cabernet Sauvignon - Mantonegro 2021,"3,6","€9,98"
Bodegas Ernesto del Palacio,Tardón Tinto Joven 2019,"3,6","€8,99"
Bodegas Ernesto del Palacio,Tardón Tinto Joven 2022,"3,6","€8,99"
Gran Feudo,Crianza 2017,"3,7",€9
Familia Conesa,Viña Consolación Roble 2021,"3,8","€9,95"
Familia Torres,Natureo De-Alcoholised Red 2022,"2,7","€5,49"
El Angosto,La Tribuna 2022,"3,6","€4,95"
Ramón Roqueta,Tempranillo 2023,"3,4","€7,95"
Familia Torres,Natureo De-Alcoholised Red 2022,"2,7","€5,49"
Bodegas Langa,Pasión 2021,"3,8","€8,95"
Dominio de Punctum,Norte Sur Tempranillo - Cabernet Sauvignon 2022,"3,3","€6,75"
El Angosto,La Tribuna 2022,"3,6","€4,95"
Bodegas Lagunilla,Crianza 2019,"3,5","€9,99"
Dominio de Punctum,Norte Sur Tempranillo - Cabernet Sauvignon 2021,"3,3","€7,50"
La Purisima,Consentido Monastrell Barrica 2022,"3,7","€9,95"
San Valero,Legitimo Cariñena 2023,"2,9","€8,95"
Monte Llano,Monte Llano Tempranillo Rioja 2020,"3,8","€7,50"
Nube de Leza García,Crianza 2018,"3,9","€8,95"
Ramón Roqueta,Tempranillo 2022,"3,4","€8,50"
Telmo Rodriguez,Al-Muvedre Tinto Monastrell 2023,"3,6","€8,75"
Gran Sello,Tempranillo - Syrah 2021,"3,8",€8
Coviñas,Sierra Salinas Tempranillo 2022,"3,2","€5,95"
Miura,Lacrimus 2021,"3,8","€9,40"
Navarrsotillo,Antoñita Tinto 2022,"3,3","€7,59"
Finca Constancia,Parcela 23 Tempranillo 2023,"3,6","€9,79"
Laus,Reserva 2018,"3,6","€8,75"
Falset Marçà,Ètim Negre 2019,"3,3","€8,95"
Celler Batea,Vall Major Tinto 2022,"3,2","€9,10"
Los Hermanos Manzanos,Tempranillo 2020,"3,6","€8,41"
Conde de Caralt,Tinto 2021,"3,1","€7,79"
Viña Coranto,Tinto 2019,"3,5","€5,95"
Laus,Crianza 2019,"3,6","€6,30"
Alceño,Tinto Joven 2018,"3,3","€3,86"
Siglo,Rioja Crianza 2018,"3,8","€8,71"
Aranleón,Blés Crianza 2021,"3,4","€8,95"
Bodegas Nodus,Chaval el Vino Joven 2021,"3,3","€9,68"
Marqués de Griñon,Reserva (Colección Personal) 2018,"3,7","€7,99"
Celler Frisach,L'Abrunet Negre 2023,"3,6","€8,55"
René Barbier,Roble 2022,"2,9","€8,37"
Beronia,Rioja Tempranillo 2022,"3,8","€8,49"
Borsao Bodegas,Barrica (Selección) 2020,"3,6","€6,80"
Azabache,Tunante de Azabache Tempranillo 2023,"3,5","€5,95"
Finca Rosal,Old Vine Monastrell 2021,"3,4","€9,95"
Oliveda,Marrec Tinto 2023,"3,3","€9,81"
Torrederos,IV Roble 2022,"3,6","€7,47"
Raiza,Crianza 2020,"3,6","€9,95"
Félix Solís,Consigna Merlot 2022,"3,4","€7,95"
Félix Solís,FYI Red Blend 2023,"3,8","€5,99"
Bodegas Fontana,Merinas Organic Old Vine Tempranillo 2023,"3,4","€5,49"
Los Tinos,Sabino Oak Aged Tempranillo 2023,"3,3","€4,95"
Palacio de Oriente,Tempranillo 2023,"3,5","€6,20"
Yaso,Toro 2021,"3,8","€8,95"
Finca Los Timonares,Marius Unico Tinto 2022,"3,9","€7,79"
Trenza,La Orphica Monastrell Iluminada 2022,"4,1","€9,85"
Bodegas Piqueras,El Picoteo Tinto 2023,"3,7","€6,92"
Orvalaiz,Tempranillo 2018,"3,2","€6,90"
Campos de Risca,Tinto 2022,"3,4","€6,95"
Volver,Paso a Paso Cosecha 2022,"3,5","€5,89"
Bodegas Javier San Pedro Ortega,Viuda Negra Crianza 2015,"3,8","€9,10"
Finca Los Timonares,Marius Unico Tinto 2022,"3,9","€7,79"
Bodegas Piqueras,El Picoteo Tinto 2023,"3,7","€6,92"
Trenza,La Orphica Monastrell Iluminada 2022,"4,1","€9,85"
Bodegas Castelo de Medina,Castelo Nouveau 2022,"3,8","€8,02"
Yaso,Toro 2021,"3,8","€8,95"
Orvalaiz,Tempranillo 2018,"3,2","€6,90"
Campos de Risca,Tinto 2022,"3,4","€6,95"
Rendé Masdéu,Vi de Fang 2020,"3,7","€9,95"
Hoya de Cadenas,Reserva Privada 2015,"3,6","€8,95"
Inurrieta,Sur Roble 2020,"3,6","€9,50"
Més Que Paraules,Red Blend 2021,"3,8","€9,75"
Bodegas Langa,Classic 2020,"4,0","€9,99"
Celler de Capçanes,Lasendal Selecció 2021,"3,9","€9,50"
Luzon,Colección Monastrell 2022,"3,8","€6,65"
Bodegas Javier San Pedro Ortega,Viuda Negra Crianza 2021,"3,9","€9,20"
Bodegas Faustino,Art Collection Crianza 2021,"3,7","€8,09"
Félix Solís,Viña San Juan Tinto 2023,"3,5","€7,95"
Viñas del Vero,Luces Shiraz - Tempranillo - Cabernet Sauvignon Somontano 2022,"3,4","€6,25"
Viñas del Vero,Roble Cabernet Sauvignon - Merlot Somontano 2022,"3,4","€7,29"
Celler de Capçanes,Mas Collet Selecció 2021,"3,9",€10
Bodegas Langa,Pasión SV Garnacha 2020,"3,7","€7,88"
Bodega Iniesta,Corazón Loco Tinto 2022,"3,4","€9,69"
Bodegas Piedemonte,Reserva 2018,"3,7","€9,99"
Viladellops,Garnatxa 2023,"3,5","€8,35"
Celler de Capçanes,Mas Donis Negre 2023,"3,5","€7,60"
Bach,Viña Extrísima Tinto 2022,"3,4","€8,35"
Bodegas Piedemonte,Reserva 2018,"3,7","€9,99"
Hacienda López de Haro,Tempranillo 2022,"3,6","€7,40"
Celler del Roure,Vermell 2022,"3,7","€8,95"
Dominio de Eguren,Códice 2020,"3,7","€5,99"
Tomàs Cusiné,Llebre 2022,"3,7","€9,90"
Espelt,Sauló 2022,"3,3","€7,55"
Luzon,Colección Monastrell 2022,"3,8","€6,65"
Més Que Paraules,Red Blend 2021,"3,8","€9,75"
Bodegas Langa,Classic 2020,"4,0","€9,99"
Bodegas Javier San Pedro Ortega,Viuda Negra Crianza 2021,"3,9","€9,20"
Hoya de Cadenas,Reserva Privada 2015,"3,6","€8,95"
Inurrieta,Sur Roble 2020,"3,6","€9,50"
Celler de Capçanes,Lasendal Selecció 2021,"3,9","€9,50"
Izadi,Crianza 2021,"3,8","€9,50"
Bodegas Faustino,VII Tempranillo 2020,"3,7","€7,53"
Bodegas Mano a Mano,Mano a Mano 2019,"3,8","€7,30"
La Maldita,Garnacha 2022,"3,8","€7,52"
Bodegas Aragonesas,Coto de Hayas Viñas del Cierzo 2016,"3,7","€7,90"
Matsu,El Picaro 2020,"3,9","€9,45"
Casa Castillo,Monastrell 2020,"3,9","€9,90"
Edra,Grullas de paso 2020,"3,6","€8,05"
Cuatro Rayas,Dama del Lago Rueda Tempranillo Roble 2021,"3,5","€7,95"
Edra,Grullas de paso 2020,"3,6","€8,05"
Viore,Mencia 2021,"3,4","€9,95"
Bodegas Aragonesas,Coto de Hayas Viñas del Cierzo 2016,"3,7","€7,90"
Martúe,Dauco Tempranillo 2018,"3,5","€6,95"
Burgo Viejo,Rioja Crianza 2019,"3,7","€9,95"
Vetus,Flor de Vetus 2020,"3,9","€8,70"
Carlos Serres,Rioja Tempranillo 2022,"3,7","€6,25"
Bodegas Ponce,Depaula Monastrell 2023,"3,6","€7,30"
Rioja Vega,Crianza 2020,"3,8","€9,95"
Baltasar Gracián,Crianza 2020,"3,8","€9,99"
Parajes del Valle,Monastrell 2022,"3,6","€8,50"
Cueva del Chamán,Garnacha Tintorera 2021,"3,7","€9,95"
Murviedro,Sericis Cepas Viejas Monastrell 2019,"4,2","€8,80"
Volver,Tarima Monastrell 2023,"3,7",€6
Matsu,El Picaro 2021,"3,9","€8,25"
Pago de Cirsus,Vendimia Seleccionada 2022,"3,9","€9,90"
D. Mateos,Letargo Crianza 2020,"3,5",€10
Proyecto Garnachas de España,La Garnacha Salvaje del Moncayo 2020,"3,9","€9,29"
Dominio de Eguren,Protocolo Tinto 2020,"3,6","€7,78"
Alceño,TW 12 (Twelve) Monastrell 2017,"4,0","€9,95"
Laderas de Montejurra,Emilio Valerio 2020,"3,7","€9,50"
Pago de la Jaraba,Viña Jaraba Reserva 2017,"3,6","€8,80"
Huerta de Albala,Barbazul Tinto 2020,"3,8","€9,95"
Ontañón,Rioja Crianza 2019,"4,0",€10
Familia Torres,Coronas Tempranillo 2021,"3,5","€7,39"
El Tocador,Old Vins Tempranillo 2021,"3,7","€6,95"
Carlos Serres,Rioja Tempranillo 2021,"3,7","€6,95"
Cherubino Valsangiacomo,La Aldea de San Juan Viñas Viejas Bobal 2023,"3,5","€6,75"
Cuatro Rayas,Tempranillo 2022,"3,6","€7,95"
Santo Cristo,Finca de Don Gavarre Tinto 2023,"2,9","€4,75"
Bodegas Valdemar,Valdemoreda Tempranillo 2023,"3,4","€6,95"
Dagda,Tinto 2022,"2,4","€5,95"
D. Mateos,Letargo Crianza 2020,"3,5",€10
Proyecto Garnachas de España,La Garnacha Salvaje del Moncayo 2020,"3,9","€9,29"
Pago de la Jaraba,Viña Jaraba Reserva 2017,"3,6","€8,80"
Bodegas Ponce,Clos Lojen Manchuela 2023,"3,6","€7,30"
Bodegas Ponce,Clos Lojen Manchuela 2022,"3,7","€9,72"
Crin Roja,Tempranillo 2023,"3,3","€6,89"
Los Tinos,Sabino Oak Aged Tempranillo 2022,"3,3","€5,49"
El Pescaito,Bobal - Cabernet Sauvignon 2022,"3,4","€5,95"
Don Diego Escolano,Reserva 2017,"3,2","€8,03"
Tomillar - Virgen de las Viñas,Tempranillo 2020,"2,7","€8,75"
Finca Los Timonares,Marius Reserva 2020,"3,8","€9,95"
Castillo de Monlero,Tempranillo 2023,"3,6","€6,75"
Intruso,Monastrell 2021,"3,7","€7,90"
Intruso,Garnacha 2021,"3,6","€7,95"
Pasos de la Capula,Tempranillo 2021,"3,3","€5,45"
Bonito,Tempranillo 2022,"3,2","€4,50"
Te Quiero,Organic Red Field Blend 2023,"3,6","€6,95"
Nerea,Tempranillo 2016,"3,3","€5,97"
Bodega Frontio,Follaco 2021,"3,6","€8,80"
Bodegas Aragonesas,Coto de Hayas Solo 10 Garnacha - Syrah 2022,"3,4","€5,75"
Monasterio de Las Vinas,Gran Reserva 2018,"3,7","€8,65"
Alvear,Palacio Quemado Crianza 2021,"3,9","€9,70"
